,2000,2010,2020
4586,3.0,3.0,3.0
4587,3.0,3.0,3.0
4588,3.0,3.0,3.0
4589,0.0,0.0,0.0
4590,0.0,0.0,0.0
4591,3.0,3.0,3.0
4592,0.0,0.0,0.0
4593,3.0,3.0,3.0
4594,3.0,3.0,3.0
4595,3.0,3.0,3.0
4596,3.0,3.0,3.0
4597,3.0,3.0,3.0
4598,3.0,3.0,3.0
4599,3.0,3.0,3.0
4600,3.0,3.0,3.0
4601,3.0,3.0,3.0
4602,3.0,3.0,3.0
4603,3.0,3.0,3.0
4604,3.0,3.0,3.0
4605,3.0,3.0,3.0
4606,3.0,3.0,3.0
4607,3.0,3.0,3.0
4608,3.0,3.0,3.0
4609,3.0,3.0,3.0
4610,3.0,3.0,3.0
4611,3.0,3.0,3.0
4612,3.0,3.0,3.0
4613,3.0,3.0,3.0
4614,3.0,3.0,3.0
4615,0.0,0.0,0.0
4616,0.0,0.0,0.0
4617,3.0,3.0,3.0
4618,3.0,3.0,3.0
4619,3.0,3.0,3.0
4620,3.0,3.0,3.0
4621,3.0,3.0,3.0
4622,0.0,0.0,0.0
4623,0.0,0.0,0.0
4624,0.0,0.0,0.0
4625,0.0,0.0,0.0
4626,3.0,3.0,3.0
4627,3.0,3.0,3.0
4628,3.0,3.0,3.0
4629,3.0,3.0,3.0
4630,3.0,3.0,3.0
4631,3.0,3.0,3.0
4632,3.0,3.0,3.0
4633,3.0,3.0,3.0
4634,3.0,3.0,3.0
4635,3.0,3.0,3.0
4636,3.0,3.0,3.0
4637,3.0,3.0,3.0
4638,3.0,3.0,3.0
4639,3.0,3.0,3.0
4640,3.0,3.0,3.0
4641,3.0,3.0,3.0
4642,3.0,3.0,3.0
4643,0.0,0.0,0.0
4644,0.0,0.0,0.0
4645,0.0,0.0,0.0
4646,0.0,0.0,0.0
4647,0.0,0.0,0.0
4648,0.0,0.0,0.0
4649,0.0,0.0,0.0
4650,0.0,0.0,0.0
4651,0.0,0.0,0.0
4652,0.0,0.0,0.0
4653,1.0,1.0,1.0
4654,0.0,0.0,0.0
4655,0.0,0.0,0.0
4656,2.0,2.0,2.0
4657,2.0,2.0,2.0
4658,2.0,2.0,2.0
4659,2.0,2.0,2.0
4660,2.0,2.0,2.0
4661,2.0,2.0,2.0
4662,2.0,2.0,2.0
4663,2.0,2.0,2.0
4664,2.0,2.0,2.0
4665,0.0,0.0,0.0
4666,2.0,2.0,2.0
4667,2.0,2.0,2.0
4668,2.0,2.0,2.0
4669,2.0,2.0,2.0
4670,0.0,0.0,0.0
4671,2.0,2.0,2.0
4672,2.0,2.0,2.0
4673,2.0,2.0,2.0
4674,2.0,2.0,2.0
4675,2.0,2.0,2.0
4676,2.0,2.0,2.0
4677,2.0,2.0,2.0
4678,2.0,2.0,2.0
4679,2.0,2.0,2.0
4680,2.0,2.0,2.0
4681,2.0,2.0,2.0
4682,2.0,2.0,2.0
4683,2.0,2.0,2.0
4684,2.0,2.0,2.0
4685,2.0,2.0,2.0
4686,2.0,2.0,2.0
4687,2.0,2.0,2.0
4688,2.0,2.0,2.0
4689,0.0,0.0,0.0
4690,0.0,0.0,0.0
4691,2.0,2.0,2.0
4692,3.0,3.0,3.0
4693,2.0,2.0,2.0
4694,0.0,0.0,0.0
4695,2.0,2.0,2.0
4696,2.0,2.0,2.0
4697,0.0,0.0,0.0
4698,3.0,3.0,3.0
4699,3.0,3.0,3.0
4700,0.0,0.0,0.0
4701,3.0,3.0,3.0
4702,0.0,0.0,0.0
4703,3.0,3.0,3.0
4704,3.0,3.0,3.0
4705,0.0,0.0,0.0
4706,0.0,0.0,0.0
4707,3.0,3.0,3.0
4708,2.0,2.0,2.0
4709,0.0,0.0,0.0
4710,0.0,0.0,0.0
4711,3.0,3.0,3.0
4712,3.0,3.0,3.0
4713,3.0,3.0,3.0
4714,0.0,0.0,0.0
4715,0.0,0.0,0.0
4716,3.0,3.0,3.0
4717,3.0,3.0,3.0
4718,,,
4719,0.0,0.0,0.0
4720,0.0,0.0,0.0
4721,0.0,0.0,0.0
4722,3.0,3.0,3.0
4723,3.0,3.0,3.0
4724,3.0,3.0,3.0
4725,0.0,0.0,0.0
4726,0.0,0.0,0.0
4727,0.0,0.0,0.0
4728,0.0,0.0,0.0
4729,3.0,3.0,3.0
4730,3.0,3.0,3.0
4731,3.0,3.0,3.0
4732,0.0,0.0,0.0
4733,3.0,3.0,3.0
4734,3.0,3.0,3.0
4735,3.0,3.0,3.0
4736,2.0,2.0,2.0
4737,3.0,3.0,3.0
4738,3.0,3.0,3.0
4739,3.0,3.0,3.0
4740,3.0,3.0,3.0
4741,3.0,3.0,3.0
4742,0.0,0.0,0.0
4743,0.0,0.0,0.0
4744,3.0,3.0,3.0
4745,3.0,3.0,3.0
4746,0.0,0.0,0.0
4747,3.0,3.0,3.0
4748,3.0,3.0,3.0
4749,3.0,3.0,3.0
4750,3.0,3.0,3.0
4751,0.0,0.0,0.0
4752,0.0,0.0,0.0
4753,0.0,0.0,0.0
4754,0.0,0.0,0.0
4755,3.0,3.0,3.0
4756,3.0,3.0,3.0
4757,3.0,3.0,3.0
4758,3.0,3.0,3.0
4759,0.0,0.0,0.0
4760,0.0,0.0,0.0
4761,0.0,0.0,0.0
4762,0.0,0.0,0.0
4763,0.0,0.0,0.0
4764,0.0,0.0,0.0
4765,0.0,0.0,0.0
4766,0.0,0.0,0.0
4767,0.0,0.0,0.0
4768,0.0,0.0,0.0
4769,0.0,0.0,0.0
4770,3.0,3.0,3.0
4771,0.0,0.0,0.0
4772,0.0,0.0,0.0
4773,0.0,0.0,0.0
4774,0.0,0.0,0.0
4775,3.0,3.0,3.0
4776,3.0,3.0,3.0
4777,3.0,3.0,3.0
4778,3.0,3.0,3.0
4779,3.0,3.0,3.0
4780,,,
4781,0.0,0.0,0.0
4782,3.0,3.0,3.0
4783,3.0,3.0,3.0
4784,3.0,3.0,3.0
4785,3.0,3.0,3.0
4786,0.0,0.0,0.0
4787,0.0,0.0,0.0
4788,0.0,0.0,0.0
4789,0.0,0.0,0.0
4790,0.0,0.0,0.0
4791,0.0,0.0,0.0
4792,0.0,0.0,0.0
4793,0.0,0.0,0.0
4794,0.0,0.0,0.0
4795,0.0,0.0,0.0
4796,0.0,0.0,0.0
4797,,,
4798,0.0,0.0,0.0
4799,0.0,0.0,0.0
4800,0.0,0.0,0.0
4801,0.0,0.0,0.0
4802,0.0,0.0,0.0
4803,0.0,0.0,0.0
4804,0.0,0.0,0.0
4805,0.0,0.0,0.0
4806,0.0,0.0,0.0
4807,0.0,0.0,0.0
4808,0.0,0.0,0.0
4809,0.0,0.0,0.0
4810,0.0,0.0,0.0
4811,0.0,0.0,0.0
4812,0.0,0.0,0.0
4813,0.0,0.0,0.0
4814,0.0,0.0,0.0
4815,0.0,0.0,0.0
4816,0.0,0.0,0.0
4817,0.0,0.0,0.0
4818,0.0,0.0,0.0
4819,0.0,0.0,0.0
4820,3.0,3.0,3.0
4821,0.0,0.0,0.0
4822,0.0,0.0,0.0
4823,0.0,0.0,0.0
4824,0.0,0.0,0.0
4825,0.0,0.0,0.0
4826,0.0,0.0,0.0
4827,0.0,0.0,0.0
4828,0.0,0.0,0.0
4829,0.0,0.0,0.0
4830,0.0,0.0,0.0
4831,0.0,0.0,0.0
4832,0.0,0.0,0.0
4833,0.0,0.0,0.0
4834,0.0,0.0,0.0
4835,3.0,3.0,3.0
4836,3.0,3.0,3.0
4837,3.0,3.0,3.0
4838,3.0,3.0,3.0
4839,0.0,0.0,0.0
4840,0.0,0.0,0.0
4841,0.0,0.0,0.0
4842,0.0,0.0,0.0
4843,0.0,0.0,0.0
4844,0.0,0.0,0.0
4845,0.0,0.0,0.0
4846,0.0,0.0,0.0
4847,0.0,0.0,0.0
4848,0.0,0.0,0.0
4849,0.0,0.0,0.0
4850,0.0,0.0,0.0
4851,4.0,4.0,4.0
4852,0.0,0.0,0.0
4853,0.0,0.0,0.0
4854,0.0,0.0,0.0
4855,0.0,0.0,0.0
4856,0.0,0.0,0.0
4857,0.0,0.0,0.0
4858,0.0,0.0,0.0
4859,0.0,0.0,0.0
4860,0.0,0.0,0.0
4861,0.0,0.0,0.0
4862,0.0,0.0,0.0
4863,0.0,0.0,0.0
4864,3.0,3.0,3.0
4865,3.0,3.0,3.0
4866,0.0,0.0,0.0
4867,0.0,0.0,0.0
4868,0.0,0.0,0.0
4869,0.0,0.0,0.0
4870,0.0,0.0,0.0
4871,0.0,0.0,0.0
4872,0.0,0.0,0.0
4873,0.0,0.0,0.0
4874,0.0,0.0,0.0
4875,0.0,0.0,0.0
4876,0.0,0.0,0.0
4877,3.0,3.0,3.0
4878,3.0,3.0,3.0
4879,3.0,3.0,3.0
4880,3.0,3.0,3.0
4881,3.0,3.0,3.0
4882,3.0,3.0,3.0
4883,3.0,3.0,3.0
4884,3.0,3.0,3.0
4885,3.0,3.0,3.0
4886,3.0,3.0,3.0
4887,3.0,3.0,3.0
4888,3.0,3.0,3.0
4889,3.0,3.0,3.0
4890,3.0,3.0,3.0
4891,3.0,3.0,3.0
4892,0.0,0.0,0.0
4893,3.0,3.0,3.0
4894,0.0,0.0,0.0
4895,0.0,0.0,0.0
4896,0.0,0.0,0.0
4897,3.0,3.0,3.0
4898,3.0,3.0,3.0
4899,3.0,3.0,3.0
4900,0.0,0.0,0.0
4901,0.0,0.0,0.0
4902,0.0,0.0,0.0
4903,0.0,0.0,0.0
4904,0.0,0.0,0.0
4905,0.0,0.0,0.0
4906,0.0,0.0,0.0
4907,0.0,0.0,0.0
4908,0.0,0.0,0.0
4909,2.0,0.0,0.0
4910,0.0,0.0,0.0
4911,0.0,0.0,0.0
4912,0.0,0.0,0.0
4913,3.0,3.0,3.0
4914,0.0,0.0,0.0
4915,0.0,0.0,0.0
4916,0.0,0.0,0.0
4917,2.0,2.0,2.0
4918,0.0,0.0,0.0
4919,0.0,0.0,0.0
4920,3.0,3.0,3.0
4921,3.0,3.0,3.0
4922,3.0,3.0,3.0
4923,0.0,0.0,0.0
4924,3.0,3.0,3.0
4925,3.0,0.0,0.0
4926,3.0,3.0,3.0
4927,3.0,3.0,3.0
4928,3.0,3.0,3.0
4929,0.0,0.0,0.0
4930,3.0,3.0,3.0
4931,3.0,3.0,3.0
4932,0.0,0.0,0.0
4933,3.0,3.0,3.0
4934,3.0,3.0,3.0
4935,0.0,0.0,0.0
4936,0.0,0.0,0.0
4937,0.0,0.0,0.0
4938,0.0,0.0,0.0
4939,2.0,2.0,2.0
4940,2.0,2.0,2.0
4941,0.0,0.0,0.0
4942,2.0,2.0,2.0
4943,2.0,2.0,2.0
4944,2.0,2.0,2.0
4945,2.0,2.0,2.0
4946,2.0,2.0,2.0
4947,2.0,2.0,2.0
4948,2.0,2.0,2.0
4949,2.0,2.0,2.0
4950,2.0,2.0,2.0
4951,2.0,2.0,2.0
4952,0.0,0.0,0.0
4953,2.0,2.0,2.0
4954,2.0,2.0,2.0
4955,2.0,2.0,2.0
4956,2.0,2.0,2.0
4957,2.0,2.0,2.0
4958,2.0,2.0,2.0
4959,0.0,0.0,0.0
4960,2.0,2.0,2.0
4961,2.0,2.0,2.0
4962,0.0,0.0,0.0
4963,2.0,2.0,2.0
4964,2.0,2.0,2.0
4965,2.0,2.0,2.0
4966,2.0,2.0,2.0
4967,2.0,2.0,2.0
4968,2.0,2.0,2.0
4969,2.0,2.0,2.0
4970,2.0,2.0,2.0
4971,2.0,2.0,2.0
4972,2.0,2.0,2.0
4973,2.0,2.0,2.0
4974,2.0,2.0,2.0
4975,2.0,2.0,2.0
4976,2.0,2.0,2.0
4977,2.0,2.0,2.0
4978,2.0,2.0,2.0
4979,2.0,2.0,2.0
4980,2.0,2.0,2.0
4981,2.0,2.0,2.0
4982,2.0,2.0,2.0
4983,2.0,2.0,2.0
4984,2.0,2.0,2.0
4985,2.0,2.0,2.0
4986,0.0,0.0,0.0
4987,0.0,0.0,0.0
4988,0.0,0.0,0.0
4989,0.0,0.0,0.0
4990,0.0,0.0,0.0
4991,2.0,2.0,2.0
4992,2.0,2.0,2.0
4993,0.0,0.0,0.0
4994,0.0,0.0,0.0
4995,0.0,0.0,0.0
4996,0.0,0.0,0.0
4997,2.0,2.0,2.0
4998,2.0,2.0,2.0
4999,2.0,2.0,2.0
5000,2.0,2.0,2.0
5001,2.0,2.0,2.0
5002,2.0,2.0,2.0
5003,0.0,0.0,0.0
5004,0.0,0.0,0.0
5005,0.0,0.0,0.0
5006,0.0,0.0,0.0
5007,0.0,0.0,0.0
5008,2.0,2.0,2.0
5009,2.0,2.0,2.0
5010,2.0,2.0,2.0
5011,2.0,2.0,2.0
5012,0.0,0.0,0.0
5013,0.0,0.0,0.0
5014,2.0,2.0,2.0
5015,2.0,2.0,2.0
5016,2.0,2.0,2.0
5017,2.0,2.0,2.0
5018,2.0,2.0,2.0
5019,2.0,2.0,2.0
5020,2.0,2.0,2.0
5021,2.0,2.0,2.0
5022,2.0,2.0,2.0
5023,2.0,2.0,2.0
5024,2.0,2.0,2.0
5025,2.0,2.0,2.0
5026,2.0,2.0,2.0
5027,2.0,2.0,2.0
5028,2.0,2.0,2.0
5029,2.0,2.0,2.0
5030,2.0,2.0,2.0
5031,2.0,2.0,2.0
5032,2.0,2.0,2.0
5033,2.0,2.0,2.0
5034,2.0,2.0,2.0
5035,0.0,0.0,0.0
5036,2.0,2.0,2.0
5037,2.0,2.0,2.0
5038,2.0,2.0,2.0
5039,2.0,2.0,2.0
5040,2.0,2.0,2.0
5041,2.0,2.0,2.0
5042,2.0,2.0,2.0
5043,2.0,2.0,2.0
5044,2.0,2.0,2.0
5045,2.0,2.0,2.0
5046,2.0,2.0,2.0
5047,2.0,2.0,2.0
5048,2.0,2.0,2.0
5049,2.0,2.0,2.0
5050,2.0,2.0,2.0
5051,2.0,2.0,2.0
5052,2.0,2.0,2.0
5053,2.0,2.0,2.0
5054,2.0,2.0,2.0
5055,2.0,2.0,2.0
5056,2.0,2.0,2.0
5057,2.0,2.0,2.0
5058,2.0,2.0,2.0
5059,2.0,2.0,2.0
5060,0.0,0.0,0.0
5061,2.0,2.0,2.0
5062,2.0,2.0,2.0
5063,2.0,2.0,2.0
5064,0.0,0.0,0.0
5065,2.0,2.0,2.0
5066,0.0,0.0,0.0
5067,2.0,2.0,2.0
5068,2.0,2.0,2.0
5069,2.0,2.0,2.0
5070,2.0,2.0,2.0
5071,2.0,2.0,2.0
5072,2.0,2.0,2.0
5073,2.0,2.0,2.0
5074,2.0,2.0,2.0
5075,2.0,2.0,2.0
5076,2.0,2.0,2.0
5077,2.0,2.0,2.0
5078,2.0,2.0,2.0
5079,2.0,2.0,2.0
5080,2.0,2.0,2.0
5081,2.0,2.0,2.0
5082,2.0,2.0,2.0
5083,2.0,2.0,2.0
5084,2.0,2.0,2.0
5085,2.0,2.0,2.0
5086,2.0,2.0,2.0
5087,2.0,2.0,2.0
5088,2.0,2.0,2.0
5089,0.0,0.0,0.0
5090,3.0,3.0,3.0
5091,3.0,3.0,3.0
5092,2.0,2.0,2.0
5093,0.0,0.0,0.0
5094,3.0,3.0,3.0
5095,3.0,3.0,3.0
5096,3.0,3.0,3.0
5097,0.0,0.0,0.0
5098,0.0,0.0,0.0
5099,0.0,0.0,0.0
5100,0.0,0.0,0.0
5101,0.0,0.0,0.0
5102,0.0,0.0,0.0
5103,0.0,0.0,0.0
5104,3.0,3.0,3.0
5105,0.0,0.0,0.0
5106,0.0,0.0,0.0
5107,3.0,3.0,3.0
5108,0.0,0.0,0.0
5109,3.0,3.0,3.0
5110,0.0,0.0,0.0
5111,3.0,3.0,3.0
5112,3.0,3.0,3.0
5113,0.0,0.0,0.0
5114,0.0,0.0,0.0
5115,0.0,0.0,0.0
5116,3.0,3.0,3.0
5117,0.0,0.0,0.0
5118,3.0,3.0,3.0
5119,3.0,3.0,3.0
5120,3.0,3.0,3.0
5121,3.0,3.0,3.0
5122,0.0,0.0,0.0
5123,0.0,0.0,0.0
5124,0.0,0.0,0.0
5125,3.0,3.0,3.0
5126,3.0,3.0,3.0
5127,0.0,0.0,0.0
5128,0.0,0.0,0.0
5129,0.0,0.0,0.0
5130,0.0,0.0,0.0
5131,0.0,0.0,0.0
5132,3.0,3.0,3.0
5133,3.0,3.0,3.0
5134,0.0,0.0,0.0
5135,3.0,3.0,3.0
5136,3.0,3.0,3.0
5137,0.0,0.0,0.0
5138,3.0,3.0,3.0
5139,0.0,0.0,0.0
5140,0.0,0.0,0.0
5141,3.0,3.0,3.0
5142,3.0,3.0,3.0
5143,3.0,3.0,3.0
5144,3.0,3.0,3.0
5145,3.0,3.0,3.0
5146,0.0,0.0,0.0
5147,0.0,0.0,0.0
5148,0.0,0.0,0.0
5149,0.0,0.0,0.0
5150,0.0,0.0,0.0
5151,0.0,0.0,0.0
5152,0.0,0.0,0.0
5153,0.0,0.0,0.0
5154,0.0,0.0,0.0
5155,0.0,0.0,0.0
5156,0.0,0.0,0.0
5157,0.0,0.0,0.0
5158,,,
5159,0.0,0.0,0.0
5160,0.0,0.0,0.0
5161,0.0,0.0,0.0
5162,0.0,0.0,0.0
5163,3.0,3.0,3.0
5164,3.0,3.0,3.0
5165,0.0,0.0,0.0
5166,0.0,0.0,0.0
5167,0.0,0.0,0.0
5168,0.0,0.0,0.0
5169,0.0,0.0,0.0
5170,0.0,0.0,0.0
5171,4.0,4.0,4.0
5172,0.0,0.0,0.0
5173,0.0,0.0,0.0
5174,0.0,0.0,0.0
5175,0.0,0.0,0.0
5176,0.0,0.0,0.0
5177,0.0,0.0,0.0
5178,0.0,0.0,0.0
5179,0.0,0.0,0.0
5180,0.0,0.0,0.0
5181,0.0,0.0,0.0
5182,0.0,0.0,0.0
5183,0.0,0.0,0.0
5184,0.0,0.0,0.0
5185,0.0,0.0,0.0
5186,0.0,0.0,0.0
5187,3.0,3.0,3.0
5188,3.0,3.0,3.0
5189,3.0,3.0,3.0
5190,3.0,3.0,3.0
5191,3.0,3.0,3.0
5192,3.0,3.0,3.0
5193,3.0,3.0,3.0
5194,3.0,3.0,3.0
5195,0.0,0.0,0.0
5196,0.0,0.0,0.0
5197,0.0,0.0,0.0
5198,3.0,3.0,3.0
5199,3.0,3.0,3.0
5200,0.0,0.0,0.0
5201,3.0,3.0,3.0
5202,0.0,0.0,0.0
5203,0.0,0.0,0.0
5204,0.0,0.0,0.0
5205,0.0,0.0,0.0
5206,0.0,0.0,0.0
5207,0.0,0.0,0.0
5208,0.0,0.0,0.0
5209,3.0,3.0,3.0
5210,0.0,0.0,0.0
5211,2.0,2.0,2.0
5212,2.0,2.0,2.0
5213,2.0,2.0,2.0
5214,2.0,2.0,2.0
5215,2.0,2.0,2.0
5216,2.0,2.0,2.0
5217,0.0,0.0,0.0
5218,0.0,0.0,0.0
5219,2.0,2.0,2.0
5220,2.0,2.0,2.0
5221,2.0,2.0,2.0
5222,3.0,3.0,3.0
5223,0.0,0.0,0.0
5224,0.0,0.0,0.0
5225,0.0,0.0,0.0
5226,0.0,0.0,0.0
5227,2.0,2.0,2.0
5228,2.0,2.0,2.0
5229,3.0,3.0,3.0
5230,0.0,0.0,0.0
5231,0.0,0.0,0.0
5232,0.0,0.0,0.0
5233,0.0,0.0,0.0
5234,2.0,2.0,2.0
5235,2.0,2.0,2.0
5236,2.0,2.0,2.0
5237,2.0,2.0,2.0
5238,2.0,2.0,2.0
5239,2.0,2.0,2.0
5240,0.0,0.0,0.0
5241,2.0,2.0,2.0
5242,2.0,2.0,2.0
5243,2.0,2.0,2.0
5244,2.0,2.0,2.0
5245,2.0,2.0,2.0
5246,2.0,2.0,2.0
5247,2.0,2.0,2.0
5248,2.0,2.0,2.0
5249,0.0,0.0,0.0
5250,3.0,3.0,3.0
5251,3.0,3.0,3.0
5252,3.0,3.0,3.0
5253,3.0,3.0,3.0
5254,0.0,0.0,0.0
5255,0.0,0.0,0.0
5256,3.0,3.0,3.0
5257,3.0,3.0,3.0
5258,3.0,3.0,3.0
5259,3.0,3.0,3.0
5260,3.0,3.0,3.0
5261,3.0,3.0,3.0
5262,3.0,3.0,3.0
5263,0.0,0.0,0.0
5264,0.0,0.0,0.0
5265,0.0,0.0,0.0
5266,0.0,0.0,0.0
5267,3.0,0.0,0.0
5268,0.0,0.0,0.0
5269,0.0,0.0,0.0
5270,0.0,0.0,0.0
5271,0.0,0.0,0.0
5272,0.0,0.0,0.0
5273,0.0,0.0,0.0
5274,0.0,0.0,0.0
5275,0.0,0.0,0.0
5276,0.0,0.0,0.0
5277,3.0,3.0,3.0
5278,3.0,3.0,3.0
5279,3.0,3.0,3.0
5280,3.0,3.0,3.0
5281,0.0,0.0,0.0
5282,0.0,0.0,0.0
5283,0.0,0.0,0.0
5284,0.0,0.0,0.0
5285,0.0,0.0,0.0
5286,0.0,0.0,0.0
5287,0.0,0.0,0.0
5288,0.0,0.0,0.0
5289,0.0,0.0,0.0
5290,0.0,0.0,0.0
5291,0.0,0.0,0.0
5292,0.0,0.0,0.0
5293,0.0,0.0,0.0
5294,0.0,0.0,0.0
5295,0.0,0.0,0.0
5296,0.0,0.0,0.0
5297,0.0,0.0,0.0
5298,0.0,0.0,0.0
5299,0.0,0.0,0.0
5300,0.0,0.0,0.0
5301,0.0,0.0,0.0
5302,0.0,0.0,0.0
5303,0.0,0.0,0.0
5304,0.0,0.0,0.0
5305,,,
5306,0.0,0.0,0.0
5307,0.0,0.0,0.0
5308,3.0,3.0,3.0
5309,0.0,0.0,0.0
5310,0.0,0.0,0.0
5311,0.0,0.0,0.0
5312,0.0,0.0,0.0
5313,0.0,0.0,0.0
5314,3.0,3.0,3.0
5315,0.0,0.0,0.0
5316,0.0,0.0,0.0
5317,0.0,0.0,0.0
5318,0.0,0.0,0.0
5319,3.0,3.0,3.0
5320,3.0,3.0,3.0
5321,0.0,0.0,0.0
5322,0.0,0.0,0.0
5323,0.0,0.0,0.0
5324,0.0,0.0,0.0
5325,0.0,0.0,0.0
5326,0.0,0.0,0.0
5327,0.0,0.0,0.0
5328,0.0,0.0,0.0
5329,3.0,3.0,3.0
5330,3.0,3.0,3.0
5331,3.0,3.0,3.0
5332,3.0,3.0,3.0
5333,3.0,3.0,3.0
5334,3.0,3.0,3.0
5335,3.0,3.0,3.0
5336,3.0,3.0,3.0
5337,3.0,3.0,3.0
5338,0.0,0.0,0.0
5339,0.0,0.0,0.0
5340,0.0,0.0,0.0
5341,0.0,0.0,0.0
5342,0.0,0.0,0.0
5343,0.0,0.0,0.0
5344,3.0,3.0,3.0
5345,3.0,3.0,3.0
5346,0.0,0.0,0.0
5347,0.0,0.0,0.0
5348,3.0,3.0,3.0
5349,0.0,0.0,0.0
5350,0.0,0.0,0.0
5351,0.0,0.0,0.0
5352,0.0,0.0,0.0
5353,0.0,0.0,0.0
5354,0.0,0.0,0.0
5355,0.0,0.0,0.0
5356,0.0,0.0,0.0
5357,0.0,0.0,0.0
5358,2.0,2.0,2.0
5359,2.0,2.0,2.0
5360,3.0,3.0,3.0
5361,2.0,2.0,2.0
5362,2.0,2.0,2.0
5363,2.0,2.0,2.0
5364,,,
5365,4.0,4.0,4.0
5366,4.0,4.0,4.0
5367,4.0,4.0,4.0
5368,4.0,4.0,4.0
5369,4.0,4.0,4.0
5370,4.0,4.0,4.0
5371,4.0,4.0,4.0
5372,,,
5373,,,
5374,0.0,0.0,0.0
5375,4.0,4.0,4.0
5376,0.0,0.0,0.0
5377,3.0,3.0,3.0
5378,3.0,3.0,3.0
5379,3.0,3.0,3.0
5380,3.0,3.0,3.0
5381,3.0,3.0,3.0
5382,3.0,3.0,3.0
5383,3.0,3.0,3.0
5384,3.0,3.0,3.0
5385,3.0,3.0,3.0
5386,3.0,3.0,3.0
5387,3.0,3.0,3.0
5388,0.0,0.0,0.0
5389,3.0,3.0,3.0
5390,3.0,3.0,3.0
5391,3.0,3.0,3.0
5392,3.0,3.0,3.0
5393,0.0,0.0,0.0
5394,3.0,3.0,3.0
5395,0.0,0.0,0.0
5396,3.0,3.0,3.0
5397,3.0,3.0,3.0
5398,3.0,3.0,3.0
5399,3.0,3.0,3.0
5400,3.0,3.0,3.0
5401,0.0,0.0,0.0
5402,3.0,3.0,3.0
5403,3.0,3.0,3.0
5404,3.0,3.0,3.0
5405,3.0,3.0,3.0
5406,3.0,3.0,3.0
5407,3.0,3.0,3.0
5408,3.0,3.0,3.0
5409,3.0,3.0,3.0
5410,3.0,3.0,3.0
5411,3.0,3.0,3.0
5412,0.0,0.0,0.0
5413,0.0,0.0,0.0
5414,0.0,0.0,0.0
5415,2.0,2.0,2.0
5416,0.0,0.0,0.0
5417,3.0,3.0,3.0
5418,3.0,3.0,3.0
5419,3.0,3.0,3.0
5420,3.0,3.0,3.0
5421,3.0,3.0,3.0
5422,3.0,3.0,3.0
5423,2.0,2.0,2.0
5424,3.0,3.0,3.0
5425,3.0,3.0,3.0
5426,3.0,3.0,3.0
5427,3.0,3.0,3.0
5428,3.0,3.0,3.0
5429,3.0,3.0,3.0
5430,3.0,3.0,3.0
5431,3.0,3.0,3.0
5432,3.0,3.0,3.0
5433,3.0,3.0,3.0
5434,0.0,0.0,0.0
5435,3.0,3.0,3.0
5436,0.0,0.0,0.0
5437,3.0,3.0,3.0
5438,3.0,3.0,3.0
5439,3.0,3.0,3.0
5440,3.0,3.0,3.0
5441,3.0,3.0,3.0
5442,3.0,3.0,3.0
5443,0.0,0.0,0.0
5444,3.0,3.0,3.0
5445,0.0,0.0,0.0
5446,3.0,3.0,3.0
5447,0.0,0.0,0.0
5448,3.0,3.0,3.0
5449,3.0,3.0,3.0
5450,3.0,3.0,3.0
5451,3.0,3.0,3.0
5452,3.0,3.0,3.0
5453,0.0,0.0,0.0
5454,3.0,3.0,3.0
5455,3.0,3.0,3.0
5456,0.0,0.0,0.0
5457,3.0,3.0,3.0
5458,3.0,3.0,3.0
5459,3.0,3.0,3.0
5460,0.0,0.0,0.0
5461,0.0,0.0,0.0
5462,0.0,0.0,0.0
5463,0.0,0.0,0.0
5464,0.0,0.0,0.0
5465,0.0,0.0,0.0
5466,0.0,0.0,0.0
5467,0.0,0.0,0.0
5468,0.0,0.0,0.0
5469,3.0,3.0,3.0
5470,3.0,3.0,3.0
5471,0.0,0.0,0.0
5472,3.0,3.0,3.0
5473,3.0,3.0,3.0
5474,3.0,3.0,3.0
5475,3.0,3.0,3.0
5476,3.0,3.0,3.0
5477,3.0,3.0,3.0
5478,3.0,3.0,3.0
5479,3.0,3.0,3.0
5480,3.0,3.0,3.0
5481,3.0,3.0,3.0
5482,3.0,3.0,3.0
5483,0.0,0.0,0.0
5484,0.0,0.0,0.0
5485,3.0,3.0,3.0
5486,3.0,3.0,3.0
5487,3.0,3.0,3.0
5488,3.0,3.0,3.0
5489,3.0,3.0,3.0
5490,3.0,3.0,3.0
5491,3.0,3.0,3.0
5492,3.0,3.0,3.0
5493,0.0,0.0,0.0
5494,0.0,0.0,0.0
5495,3.0,3.0,3.0
5496,3.0,3.0,3.0
5497,3.0,3.0,3.0
5498,0.0,0.0,0.0
5499,0.0,0.0,0.0
5500,3.0,3.0,3.0
5501,3.0,3.0,3.0
5502,0.0,0.0,0.0
5503,0.0,0.0,0.0
5504,3.0,3.0,3.0
5505,3.0,3.0,3.0
5506,3.0,3.0,3.0
5507,3.0,3.0,3.0
5508,3.0,3.0,3.0
5509,3.0,3.0,3.0
5510,3.0,3.0,3.0
5511,0.0,0.0,0.0
5512,0.0,0.0,0.0
5513,0.0,0.0,0.0
5514,0.0,0.0,0.0
5515,3.0,3.0,3.0
5516,0.0,0.0,0.0
5517,3.0,3.0,3.0
5518,0.0,0.0,0.0
5519,3.0,3.0,3.0
5520,3.0,3.0,3.0
5521,3.0,3.0,3.0
5522,3.0,3.0,3.0
